0,0,2,5
1,0,16,18
2,0,21,35
3,0,28,24
4,0,35,13
5,0,37,33
6,0,42,31
7,0,45,10
8,0,46,15
9,0,47,21
10,0,49,15
11,0,57,21
12,0,58,11
13,0,62,17
14,0,66,32
15,0,71,22
16,0,72,24
17,0,82,26
18,0,84,19
19,0,85,12
20,0,87,34
21,0,89,14
22,0,95,34
23,0,99,7
24,0,100,11
25,0,105,32
26,0,110,19
27,0,112,18
28,0,116,21
29,0,121,17
30,0,123,8
31,0,128,16
32,0,129,23
33,0,132,30
34,0,133,23
35,0,135,34
36,0,138,25
37,0,143,8
38,0,144,21
39,0,149,9
40,0,153,14
41,0,156,10
42,0,158,7
43,0,167,13
44,0,179,35
45,1,12,18
46,1,15,7
47,1,17,19
48,1,21,12
49,1,25,32
50,1,27,7
51,1,30,10
52,1,36,11
53,1,39,26
54,1,60,25
55,1,62,5
56,1,68,14
57,1,71,31
58,1,73,28
59,1,74,14
60,1,75,28
61,1,93,34
62,1,95,20
63,1,96,8
64,1,97,26
65,1,100,11
66,1,107,21
67,1,115,27
68,1,117,24
69,1,120,12
70,1,122,8
71,1,123,14
72,1,124,33
73,1,128,7
74,1,129,7
75,1,138,24
76,1,139,31
77,1,145,17
78,1,148,19
79,1,151,19
80,1,157,35
81,1,163,14
82,1,164,19
83,2,5,15
84,2,6,24
85,2,7,5
86,2,9,34
87,2,12,22
88,2,16,21
89,2,20,13
90,2,22,35
91,2,23,7
92,2,28,26
93,2,32,14
94,2,33,22
95,2,36,12
96,2,37,21
97,2,53,20
98,2,59,7
99,2,60,29
100,2,62,23
101,2,63,5
102,2,67,21
103,2,68,32
104,2,70,31
105,2,72,10
106,2,73,25
107,2,77,20
108,2,79,16
109,2,85,22
110,2,86,25
111,2,91,31
112,2,93,18
113,2,96,13
114,2,97,13
115,2,98,24
116,2,101,11
117,2,103,10
118,2,105,17
119,2,108,13
120,2,109,11
121,2,110,5
122,2,111,6
123,2,113,11
124,2,117,9
125,2,121,17
126,2,122,24
127,2,126,19
128,2,133,35
129,2,135,18
130,2,137,31
131,2,138,33
132,2,142,5
133,2,143,28
134,2,147,15
135,2,149,18
136,2,155,6
137,2,157,7
138,2,160,20
139,2,162,20
140,2,165,18
141,2,168,16
142,2,173,23
143,2,174,19
144,2,178,17
145,3,6,19
146,3,8,24
147,3,12,18
148,3,13,15
149,3,16,29
150,3,17,10
151,3,24,13
152,3,27,20
153,3,34,6
154,3,35,26
155,3,37,10
156,3,38,13
157,3,47,31
158,3,50,12
159,3,52,17
160,3,56,26
161,3,60,30
162,3,64,23
163,3,67,13
164,3,70,9
165,3,75,27
166,3,80,7
167,3,81,24
168,3,91,25
169,3,96,23
170,3,98,33
171,3,109,28
172,3,110,24
173,3,112,15
174,3,114,23
175,3,116,34
176,3,120,27
177,3,124,28
178,3,126,10
179,3,133,7
180,3,144,13
181,3,147,16
182,3,151,7
183,3,153,5
184,3,155,7
185,3,156,24
186,3,161,8
187,3,167,30
188,3,168,26
189,3,176,5
190,3,177,5
191,4,8,17
192,4,13,31
193,4,15,32
194,4,17,35
195,4,23,33
196,4,25,25
197,4,31,15
198,4,33,28
199,4,38,23
200,4,41,24
201,4,44,29
202,4,47,11
203,4,50,15
204,4,61,5
205,4,69,32
206,4,71,23
207,4,74,23
208,4,78,19
209,4,79,22
210,4,86,25
211,4,90,34
212,4,91,28
213,4,97,5
214,4,100,29
215,4,104,5
216,4,113,32
217,4,117,27
218,4,120,8
219,4,123,15
220,4,126,6
221,4,131,12
222,4,132,20
223,4,136,23
224,4,153,19
225,4,154,12
226,4,159,29
227,4,160,33
228,4,162,12
229,4,170,33
230,4,173,33
231,4,175,24
232,5,9,12
233,5,11,32
234,5,19,25
235,5,20,30
236,5,23,6
237,5,27,11
238,5,33,34
239,5,38,22
240,5,39,9
241,5,41,15
242,5,53,13
243,5,64,33
244,5,68,34
