0,52,55,True,377,0,,2015-03-19 10:08:49
1,52,148,True,165,267,2015-03-19 12:02:49,2015-03-19 12:13:49
2,52,82,True,0,275,2015-03-19 13:24:49,
3,544,5,True,5,0,,2010-07-21 22:30:19
4,544,2,True,273,2,2010-07-22 01:29:19,2010-07-22 02:09:19
5,544,80,True,0,276,2010-07-22 04:50:19,
6,78,30,True,29,0,,2012-11-03 23:45:03
7,78,136,True,34,9,2012-11-04 02:30:03,2012-11-04 02:40:03
8,78,145,True,0,54,2012-11-04 03:36:03,
9,172,58,False,261,0,,2020-05-28 15:38:19
10,172,128,False,228,147,2020-05-28 16:46:19,2020-05-28 17:30:19
11,172,124,False,0,342,2020-05-28 18:23:19,
12,678,23,True,448,0,,2015-05-27 20:15:12
13,678,10,True,66,404,2015-05-27 22:56:12,2015-05-27 23:02:12
14,678,128,True,0,110,2015-05-28 00:27:12,
15,471,52,False,71,0,,2019-11-03 14:18:58
16,471,130,False,172,54,2019-11-03 16:57:58,2019-11-03 17:30:58
17,471,100,False,0,189,2019-11-03 18:27:58,
18,659,53,True,69,0,,2017-12-12 03:15:12
19,659,128,True,180,2,2017-12-12 04:24:12,2017-12-12 05:08:12
20,659,110,True,0,247,2017-12-12 05:55:12,
21,804,3,True,104,0,,2019-08-08 15:28:02
22,804,139,True,127,94,2019-08-08 16:00:02,2019-08-08 16:14:02
23,804,127,True,0,137,2019-08-08 17:49:02,
24,123,30,False,224,0,,2011-06-23 07:19:56
25,123,3,False,236,112,2011-06-23 09:32:56,2011-06-23 10:08:56
26,123,151,False,0,348,2011-06-23 11:26:56,
27,805,57,True,112,0,,2014-01-29 01:30:05
28,805,134,True,43,44,2014-01-29 03:07:05,2014-01-29 03:24:05
29,805,177,True,0,111,2014-01-29 05:52:05,
30,260,0,True,340,0,,2022-07-21 04:46:04
31,260,3,True,163,219,2022-07-21 06:52:04,2022-07-21 07:21:04
32,260,56,True,0,284,2022-07-21 09:35:04,
33,233,150,True,379,0,,2015-06-29 04:21:00
34,233,0,True,106,252,2015-06-29 07:06:00,2015-06-29 07:34:00
35,233,159,True,0,233,2015-06-29 10:01:00,
36,750,76,False,81,0,,2019-07-06 08:47:01
37,750,1,False,236,39,2019-07-06 11:27:01,2019-07-06 11:36:01
38,750,120,False,0,278,2019-07-06 12:20:01,
39,63,70,False,439,0,,2020-08-04 20:49:20
40,63,128,False,46,191,2020-08-04 22:45:20,2020-08-04 23:25:20
41,63,149,False,0,294,2020-08-05 01:03:20,
42,243,1,True,109,0,,2010-10-06 02:26:48
43,243,131,True,91,78,2010-10-06 04:46:48,2010-10-06 04:52:48
44,243,74,True,0,122,2010-10-06 07:07:48,
45,969,9,True,105,0,,2020-03-29 19:41:30
46,969,4,True,159,31,2020-03-29 20:44:30,2020-03-29 21:00:30
47,969,178,True,0,233,2020-03-29 21:38:30,
48,352,13,True,235,0,,2019-09-17 08:17:43
49,352,128,True,31,129,2019-09-17 10:07:43,2019-09-17 10:14:43
50,352,20,True,0,137,2019-09-17 11:44:43,
51,404,47,True,27,0,,2016-03-27 17:28:12
52,404,1,True,265,21,2016-03-27 18:14:12,2016-03-27 18:46:12
53,404,151,True,0,271,2016-03-27 19:21:12,
54,45,16,True,110,0,,2010-01-02 08:46:38
55,45,11,True,284,104,2010-01-02 10:04:38,2010-01-02 10:19:38
56,45,168,True,0,290,2010-01-02 11:45:38,
57,938,120,False,170,0,,2017-02-05 15:16:23
58,938,1,False,173,158,2017-02-05 15:57:23,2017-02-05 16:36:23
59,938,164,False,0,185,2017-02-05 17:28:23,
60,526,88,False,145,0,,2023-03-14 03:09:50
61,526,2,False,246,34,2023-03-14 04:04:50,2023-03-14 04:46:50
62,526,103,False,0,357,2023-03-14 07:36:50,
63,511,9,True,26,0,,2020-09-27 15:09:35
64,511,4,True,75,6,2020-09-27 17:59:35,2020-09-27 18:37:35
65,511,178,True,0,95,2020-09-27 20:31:35,
66,582,25,False,51,0,,2011-06-12 08:51:16
67,582,3,False,16,18,2011-06-12 11:46:16,2011-06-12 11:52:16
68,582,113,False,0,49,2011-06-12 14:30:16,
69,77,36,True,254,0,,2016-08-10 13:51:31
70,77,2,True,161,67,2016-08-10 15:49:31,2016-08-10 15:58:31
71,77,80,True,0,348,2016-08-10 17:19:31,
72,397,37,False,243,0,,2011-05-18 18:29:27
73,397,11,False,101,181,2011-05-18 19:13:27,2011-05-18 19:39:27
74,397,41,False,0,163,2011-05-18 20:56:27,
75,974,135,True,105,0,,2023-01-07 22:48:30
76,974,1,True,193,7,2023-01-08 00:34:30,2023-01-08 01:02:30
77,974,156,True,0,291,2023-01-08 02:19:30,
78,410,52,False,65,0,,2015-07-09 23:45:13
79,410,1,False,75,0,2015-07-10 01:18:13,2015-07-10 02:03:13
80,410,125,False,0,140,2015-07-10 02:33:13,
81,68,24,False,344,0,,2022-12-29 21:47:32
82,68,130,False,35,36,2022-12-29 23:54:32,2022-12-30 00:24:32
83,68,165,False,0,343,2022-12-30 02:17:32,
84,303,148,False,234,0,,2019-03-03 03:52:24
85,303,147,False,29,143,2019-03-03 05:42:24,2019-03-03 06:17:24
86,303,155,False,0,120,2019-03-03 08:03:24,
87,619,75,True,314,0,,2014-08-04 18:33:23
88,619,4,True,114,48,2014-08-04 19:59:23,2014-08-04 20:41:23
89,619,97,True,0,380,2014-08-04 22:36:23,
90,239,145,False,94,0,,2022-12-10 15:49:52
91,239,144,False,71,91,2022-12-10 16:24:52,2022-12-10 16:42:52
92,239,150,False,0,74,2022-12-10 19:21:52,
93,223,51,False,9,0,,2019-12-23 10:53:36
94,223,2,False,229,9,2019-12-23 13:21:36,2019-12-23 14:00:36
95,223,146,False,0,229,2019-12-23 15:52:36,
96,761,122,False,392,0,,2015-08-30 21:57:11
97,761,8,False,103,206,2015-08-30 23:44:11,2015-08-31 00:02:11
98,761,179,False,0,289,2015-08-31 02:13:11,
99,413,44,True,417,0,,2013-11-15 18:40:35
100,413,7,True,194,242,2013-11-15 21:15:35,2013-11-15 21:59:35
101,413,137,True,0,369,2013-11-15 23:14:35,
102,24,74,False,137,0,,2017-04-27 23:15:09
103,24,4,False,167,72,2017-04-28 01:47:09,2017-04-28 02:02:09
104,24,112,False,0,232,2017-04-28 04:13:09,
105,225,83,False,329,0,,2010-01-26 20:04:02
106,225,0,False,181,252,2010-01-26 20:46:02,2010-01-26 21:20:02
107,225,124,False,0,258,2010-01-26 22:58:02,
108,839,40,False,282,0,,2018-02-06 23:15:09
109,839,6,False,90,52,2018-02-07 02:07:09,2018-02-07 02:50:09
110,839,73,False,0,320,2018-02-07 05:34:09,
111,634,140,False,257,0,,2012-06-26 07:02:04
112,634,129,False,68,219,2012-06-26 09:37:04,2012-06-26 09:45:04
113,634,142,False,0,106,2012-06-26 12:23:04,
114,700,63,False,424,0,,2014-07-02 10:32:27
115,700,19,False,50,219,2014-07-02 12:10:27,2014-07-02 12:25:27
116,700,67,False,0,255,2014-07-02 13:26:27,
117,678,23,False,305,0,,2021-09-20 22:00:42
118,678,10,False,173,125,2021-09-20 22:45:42,2021-09-20 23:05:42
119,678,128,False,0,353,2021-09-21 00:20:42,
120,745,68,True,338,0,,2010-09-24 19:29:04
121,745,3,True,1,263,2010-09-24 21:24:04,2010-09-24 21:37:04
122,745,170,True,0,76,2010-09-25 00:29:04,
123,905,68,False,191,0,,2018-01-19 12:01:20
124,905,10,False,98,118,2018-01-19 14:37:20,2018-01-19 14:56:20
125,905,162,False,0,171,2018-01-19 17:53:20,
126,758,66,False,293,0,,2011-12-09 22:05:31
127,758,134,False,313,220,2011-12-09 22:53:31,2011-12-09 23:03:31
128,758,173,False,0,386,2011-12-09 23:39:31,
129,993,61,True,33,0,,2018-08-02 18:54:12
130,993,157,True,82,19,2018-08-02 20:35:12,2018-08-02 21:15:12
131,993,121,True,0,96,2018-08-02 22:09:12,
132,788,21,False,24,0,,2019-09-28 18:05:37
133,788,178,False,228,9,2019-09-28 20:54:37,2019-09-28 21:21:37
134,788,147,False,0,243,2019-09-28 22:39:37,
135,575,113,True,76,0,,2012-11-01 10:52:47
136,575,132,True,204,38,2012-11-01 13:28:47,2012-11-01 13:35:47
137,575,179,True,0,242,2012-11-01 15:34:47,
138,563,12,False,96,0,,2012-05-02 00:22:26
139,563,14,False,84,88,2012-05-02 01:38:26,2012-05-02 02:01:26
140,563,72,False,0,92,2012-05-02 03:59:26,
141,272,126,False,4,0,,2020-12-03 05:52:50
142,272,129,False,23,0,2020-12-03 07:57:50,2020-12-03 08:40:50
143,272,141,False,0,27,2020-12-03 11:09:50,
144,753,27,True,194,0,,2020-11-02 11:41:15
145,753,0,True,9,133,2020-11-02 14:25:15,2020-11-02 15:04:15
146,753,132,True,0,70,2020-11-02 17:21:15,
147,906,29,False,358,0,,2021-03-09 15:57:46
148,906,0,False,12,2,2021-03-09 17:28:46,2021-03-09 17:51:46
149,906,76,False,0,368,2021-03-09 20:02:46,
150,960,92,True,175,0,,2012-05-10 15:10:46
151,960,0,True,175,62,2012-05-10 16:01:46,2012-05-10 16:29:46
152,960,159,True,0,288,2012-05-10 19:10:46,
153,934,72,True,116,0,,2020-07-11 02:24:30
154,934,139,True,184,64,2020-07-11 04:19:30,2020-07-11 04:59:30
155,934,172,True,0,236,2020-07-11 07:21:30,
156,999,55,False,259,0,,2019-04-14 15:04:32
157,999,176,False,247,235,2019-04-14 16:36:32,2019-04-14 16:41:32
158,999,152,False,0,271,2019-04-14 18:38:32,
159,694,12,True,239,0,,2021-10-25 23:02:50
160,694,14,True,7,128,2021-10-26 01:40:50,2021-10-26 02:14:50
161,694,72,True,0,118,2021-10-26 04:17:50,
162,433,11,True,84,0,,2010-08-19 22:35:06
163,433,7,True,38,23,2010-08-20 00:32:06,2010-08-20 00:58:06
164,433,137,True,0,99,2010-08-20 03:55:06,
165,701,35,False,166,0,,2020-10-21 08:41:07
166,701,145,False,29,14,2020-10-21 10:50:07,2020-10-21 11:10:07
167,701,62,False,0,181,2020-10-21 13:51:07,
168,646,8,False,124,0,,2012-01-28 06:49:08
169,646,138,False,79,47,2012-01-28 08:21:08,2012-01-28 09:04:08
170,646,86,False,0,156,2012-01-28 10:44:08,
171,279,153,False,292,0,,2017-07-20 08:42:06
172,279,129,False,10,242,2017-07-20 10:54:06,2017-07-20 11:26:06
173,279,173,False,0,60,2017-07-20 12:27:06,
174,788,21,False,97,0,,2010-01-06 08:32:02
175,788,178,False,195,33,2010-01-06 10:48:02,2010-01-06 11:07:02
176,788,147,False,0,259,2010-01-06 12:36:02,
177,253,136,True,46,0,,2019-01-05 07:11:07
178,253,22,True,295,17,2019-01-05 09:03:07,2019-01-05 09:30:07
179,253,149,True,0,324,2019-01-05 11:46:07,
180,709,82,True,367,0,,2019-10-24 17:31:28
181,709,128,True,17,73,2019-10-24 18:55:28,2019-10-24 19:17:28
182,709,165,True,0,311,2019-10-24 21:01:28,
183,203,66,True,50,0,,2020-12-13 18:17:16
184,203,134,True,64,12,2020-12-13 21:14:16,2020-12-13 21:43:16
185,203,136,True,0,102,2020-12-13 23:50:16,
186,400,81,False,271,0,,2021-06-25 08:35:15
187,400,133,False,228,194,2021-06-25 11:34:15,2021-06-25 12:06:15
188,400,133,False,0,305,2021-06-25 12:46:15,
189,701,35,True,63,0,,2019-08-02 21:28:13
190,701,145,True,240,57,2019-08-03 00:03:13,2019-08-03 00:43:13
191,701,62,True,0,246,2019-08-03 02:02:13,
192,72,110,False,66,0,,2019-01-31 03:40:27
193,72,131,False,342,7,2019-01-31 04:51:27,2019-01-31 05:36:27
194,72,164,False,0,401,2019-01-31 07:33:27,
195,233,150,False,132,0,,2018-05-20 12:27:27
196,233,0,False,14,32,2018-05-20 13:45:27,2018-05-20 14:28:27
197,233,159,False,0,114,2018-05-20 16:14:27,
198,246,104,False,86,0,,2019-01-09 19:31:07
199,246,2,False,93,80,2019-01-09 20:29:07,2019-01-09 20:47:07
200,246,155,False,0,99,2019-01-09 21:39:07,
201,926,50,True,135,0,,2017-10-30 03:33:48
202,926,21,True,155,81,2017-10-30 04:48:48,2017-10-30 05:07:48
203,926,91,True,0,209,2017-10-30 06:49:48,
204,279,153,True,212,0,,2010-11-20 04:06:26
205,279,129,True,90,59,2010-11-20 06:04:26,2010-11-20 06:35:26
206,279,173,True,0,243,2010-11-20 07:57:26,
207,692,0,True,135,0,,2013-08-23 03:01:23
208,692,133,True,66,40,2013-08-23 04:48:23,2013-08-23 05:18:23
209,692,105,True,0,161,2013-08-23 08:06:23,
210,250,69,True,129,0,,2013-06-13 10:23:09
211,250,130,True,42,54,2013-06-13 12:08:09,2013-06-13 12:37:09
212,250,178,True,0,117,2013-06-13 15:27:09,
213,77,36,True,63,0,,2014-05-19 09:50:52
214,77,2,True,155,40,2014-05-19 12:15:52,2014-05-19 12:28:52
215,77,80,True,0,178,2014-05-19 13:26:52,
216,893,57,True,190,0,,2017-01-11 05:56:29
217,893,10,True,36,3,2017-01-11 08:54:29,2017-01-11 09:09:29
218,893,88,True,0,223,2017-01-11 10:43:29,
219,522,42,True,121,0,,2013-08-17 18:52:45
220,522,1,True,284,70,2013-08-17 21:19:45,2013-08-17 21:44:45
221,522,116,True,0,335,2013-08-17 22:49:45,
222,445,5,True,68,0,,2017-08-14 19:45:18
223,445,139,True,137,62,2017-08-14 20:33:18,2017-08-14 21:14:18
224,445,105,True,0,143,2017-08-14 22:45:18,
225,317,71,False,33,0,,2017-10-23 08:17:42
226,317,129,False,100,12,2017-10-23 09:54:42,2017-10-23 10:10:42
227,317,142,False,0,121,2017-10-23 12:22:42,
228,572,38,True,111,0,,2013-02-09 12:17:32
229,572,134,True,53,37,2013-02-09 14:24:32,2013-02-09 14:52:32
230,572,51,True,0,127,2013-02-09 16:18:32,
231,445,5,True,182,0,,2014-05-24 08:07:36
232,445,139,True,66,85,2014-05-24 10:36:36,2014-05-24 11:13:36
233,445,105,True,0,163,2014-05-24 12:14:36,
234,814,49,True,237,0,,2021-02-15 19:52:53
235,814,128,True,128,88,2021-02-15 22:21:53,2021-02-15 22:36:53
236,814,61,True,0,277,2021-02-16 00:01:53,
237,855,96,False,381,0,,2015-04-09 08:47:14
238,855,1,False,217,248,2015-04-09 10:08:14,2015-04-09 10:14:14
239,855,122,False,0,350,2015-04-09 11:52:14,
240,175,5,False,190,0,,2010-01-26 23:57:59
241,175,2,False,73,184,2010-01-27 01:04:59,2010-01-27 01:49:59
242,175,104,False,0,79,2010-01-27 02:48:59,
243,42,89,False,467,0,,2021-09-04 20:40:36
244,42,167,False,30,197,2021-09-04 22:22:36,2021-09-04 22:55:36
245,42,102,False,0,300,2021-09-05 01:32:36,
246,818,45,True,195,0,,2010-10-27 10:26:09
247,818,142,True,6,5,2010-10-27 13:04:09,2010-10-27 13:29:09
248,818,129,True,0,196,2010-10-27 15:20:09,
249,784,108,False,222,0,,2020-09-28 23:52:51
250,784,128,False,120,135,2020-09-29 01:37:51,2020-09-29 01:48:51
251,784,128,False,0,207,2020-09-29 02:54:51,
252,233,150,False,374,0,,2012-07-08 22:36:12
253,233,0,False,200,303,2012-07-09 01:21:12,2012-07-09 01:50:12
254,233,159,False,0,271,2012-07-09 03:38:12,
255,655,92,False,65,0,,2020-04-27 04:29:41
256,655,140,False,303,56,2020-04-27 05:10:41,2020-04-27 05:32:41
257,655,122,False,0,312,2020-04-27 06:29:41,
258,303,148,False,300,0,,2016-01-04 18:38:42
259,303,147,False,30,66,2016-01-04 20:02:42,2016-01-04 20:30:42
260,303,155,False,0,264,2016-01-04 21:48:42,
261,991,29,False,207,0,,2018-12-15 03:27:25
262,991,149,False,26,0,2018-12-15 04:40:25,2018-12-15 04:48:25
263,991,34,False,0,233,2018-12-15 07:24:25,
264,620,53,False,91,0,,2019-04-08 07:06:03
265,620,9,False,44,41,2019-04-08 09:43:03,2019-04-08 10:26:03
266,620,86,False,0,94,2019-04-08 11:08:03,
267,132,123,False,182,0,,2013-06-03 19:31:25
268,132,8,False,24,20,2013-06-03 20:40:25,2013-06-03 20:58:25
