0,0,3,27
1,0,4,7
2,0,8,21
3,0,12,12
4,0,17,17
5,0,23,30
6,0,26,26
7,0,27,29
8,0,29,31
9,0,31,35
10,0,33,22
11,0,40,11
12,0,44,11
13,0,48,18
14,0,54,31
15,0,65,11
16,0,70,31
17,0,76,11
18,0,83,7
19,0,92,14
20,0,115,13
21,0,119,7
22,0,124,27
23,0,132,8
24,0,133,20
25,0,135,10
26,0,139,7
27,0,140,9
28,0,143,7
29,0,144,32
30,0,146,35
31,0,150,18
32,0,159,12
33,0,160,5
34,0,161,22
35,1,12,24
36,1,15,23
37,1,25,9
38,1,28,5
39,1,29,19
40,1,42,33
41,1,45,22
42,1,46,33
43,1,47,15
44,1,49,27
45,1,52,21
46,1,53,12
47,1,55,16
48,1,58,32
49,1,71,32
50,1,73,27
51,1,76,27
52,1,80,10
53,1,96,13
54,1,97,12
55,1,98,20
56,1,101,9
57,1,104,19
58,1,114,5
59,1,116,16
60,1,117,27
61,1,120,23
62,1,122,23
63,1,125,21
64,1,130,32
65,1,131,30
66,1,135,6
67,1,136,28
68,1,139,7
69,1,146,25
70,1,147,9
71,1,151,13
72,1,156,26
73,1,161,32
74,1,163,9
75,1,164,20
76,1,174,26
77,1,176,13
78,2,5,19
79,2,7,24
80,2,8,5
81,2,9,24
82,2,18,27
83,2,21,14
84,2,32,32
85,2,36,7
86,2,37,24
87,2,40,6
88,2,47,28
89,2,49,26
90,2,51,35
91,2,52,13
92,2,55,5
93,2,56,24
94,2,63,12
95,2,76,24
96,2,77,23
97,2,80,24
98,2,83,21
99,2,88,5
100,2,96,7
101,2,102,5
102,2,103,28
103,2,104,30
104,2,112,8
105,2,130,22
106,2,135,9
107,2,141,24
108,2,143,35
109,2,146,13
110,2,153,19
111,2,155,29
112,2,159,12
113,2,170,14
114,2,176,28
115,2,177,19
116,2,179,9
117,3,12,21
118,3,17,34
119,3,24,15
120,3,25,5
121,3,30,20
122,3,31,8
123,3,46,18
124,3,48,24
125,3,50,9
126,3,51,29
127,3,55,29
128,3,56,14
129,3,60,25
130,3,62,21
131,3,63,25
132,3,68,8
133,3,69,13
134,3,70,15
135,3,74,23
136,3,76,19
137,3,78,35
138,3,79,25
139,3,80,32
140,3,83,16
141,3,87,35
142,3,100,15
143,3,107,10
144,3,109,21
145,3,113,15
146,3,116,25
147,3,122,33
148,3,125,8
149,3,126,6
150,3,138,34
151,3,139,18
152,3,141,9
153,3,146,34
154,3,151,23
155,3,160,21
156,3,168,10
157,3,170,13
158,3,178,18
159,4,9,25
160,4,13,28
161,4,15,18
162,4,18,15
163,4,24,21
164,4,25,27
165,4,27,6
166,4,32,23
167,4,37,5
168,4,39,31
169,4,42,33
170,4,61,16
171,4,70,5
172,4,74,9
173,4,75,25
174,4,77,14
175,4,78,25
176,4,81,28
177,4,83,23
178,4,84,21
179,4,85,32
180,4,87,22
181,4,88,31
182,4,93,19
183,4,95,27
184,4,97,33
185,4,98,31
186,4,100,30
187,4,111,20
188,4,112,28
189,4,114,18
190,4,116,30
191,4,127,21
192,4,129,30
193,4,137,9
194,4,138,19
195,4,139,18
196,4,147,18
197,4,149,11
198,4,152,14
199,4,155,25
200,4,156,18
201,4,171,26
202,4,173,8
203,4,178,18
204,4,179,19
205,5,21,24
206,5,22,29
207,5,25,21
208,5,31,19
209,5,32,6
210,5,33,11
211,5,35,23
212,5,37,7
213,5,42,7
214,5,44,16
215,5,47,19
216,5,51,35
217,5,61,22
218,5,67,24
219,5,69,33
220,5,71,20
221,5,73,11
222,5,79,28
223,5,84,16
224,5,87,30
225,5,91,9
226,5,92,20
227,5,102,7
228,5,104,10
229,5,107,13
230,5,108,31
231,5,120,6
232,5,124,10
233,5,130,21
234,5,135,35
235,5,138,13
236,5,139,13
237,5,153,25
238,5,156,31
239,5,157,11
240,5,163,14
241,5,173,5
242,5,174,9
243,5,176,29
244,6,9,19
245,6,14,6
246,6,17,31
247,6,19,14
248,6,24,34
249,6,32,20
250,6,40,11
251,6,41,21
252,6,43,18
253,6,44,35
254,6,47,24
255,6,48,14
256,6,56,22
257,6,57,18
258,6,58,31
259,6,59,29
260,6,62,16
261,6,73,33
262,6,78,17
263,6,81,15
264,6,82,23
265,6,83,13
266,6,87,18
267,6,91,11
268,6,94,28
269,6,95,20
270,6,96,14
271,6,101,25
272,6,102,30
273,6,115,27
274,6,122,23
275,6,127,9
276,6,132,32
277,6,133,21
278,6,143,23
279,6,146,12
280,6,151,14
281,6,160,10
282,6,162,21
283,6,165,11
284,6,167,25
285,6,168,20
286,6,171,15
287,7,11,26
288,7,26,33
289,7,32,17
290,7,40,11
291,7,43,9
292,7,44,28
293,7,46,14
294,7,50,35
295,7,60,5
296,7,64,16
297,7,69,23
298,7,70,19
299,7,72,7
300,7,73,32
301,7,92,10
302,7,96,12
303,7,98,26
304,7,100,28
305,7,102,35
306,7,105,29
307,7,106,11
308,7,109,15
309,7,117,9
310,7,118,15
311,7,123,14
312,7,137,16
313,7,140,28
314,7,143,31
315,7,146,25
316,7,148,35
317,7,153,18
318,7,156,17
319,7,157,31
320,7,161,5
321,7,164,7
322,7,166,5
323,7,168,14
324,7,174,29
325,7,179,34
326,8,11,7
327,8,16,13
328,8,17,35
329,8,18,16
330,8,28,31
331,8,29,7
332,8,35,7
333,8,38,16
334,8,40,10
335,8,44,22
336,8,46,29
337,8,48,19
338,8,50,20
339,8,58,32
340,8,59,29
341,8,70,24
342,8,71,20
343,8,74,24
344,8,80,10
345,8,83,35
346,8,85,34
347,8,90,28
348,8,96,16
349,8,106,19
350,8,122,35
351,8,123,5
352,8,127,25
353,8,131,18
354,8,133,12
355,8,137,28
356,8,138,25
357,8,142,23
358,8,145,15
359,8,153,29
360,8,154,28
361,8,158,15
362,8,167,20
363,8,179,25
364,9,10,27
365,9,11,7
366,9,18,17
367,9,21,31
368,9,30,10
369,9,39,8
370,9,40,25
371,9,48,25
372,9,53,19
373,9,78,8
374,9,79,26
375,9,82,29
376,9,84,8
377,9,86,8
378,9,94,25
379,9,95,29
380,9,98,22
381,9,101,5
382,9,103,15
383,9,109,32
384,9,114,20
385,9,118,8
386,9,120,30
387,9,126,10
388,9,127,27
389,9,132,11
390,9,134,17
391,9,137,23
392,9,138,35
393,9,145,32
394,9,151,11
395,9,153,5
396,9,154,28
397,9,157,31
398,9,162,10
399,9,171,17
400,10,14,10
401,10,16,25
402,10,19,31
403,10,22,13
404,10,23,10
405,10,30,19
406,10,31,7
407,10,32,21
408,10,39,6
409,10,44,24
410,10,47,8
411,10,52,6
412,10,55,29
413,10,57,24
414,10,58,27
415,10,63,9
416,10,68,33
417,10,70,5
418,10,71,25
419,10,84,35
420,10,85,35
421,10,88,31
422,10,93,29
423,10,94,7
424,10,97,35
425,10,105,33
426,10,106,21
427,10,113,21
428,10,115,34
429,10,117,32
430,10,120,26
431,10,121,5
432,10,124,5
433,10,126,13
434,10,127,23
435,10,128,8
436,10,139,20
437,10,151,15
438,10,153,14
439,10,162,18
440,10,163,27
441,10,174,16
442,10,179,5
443,11,12,10
444,11,15,21
445,11,16,22
446,11,17,31
447,11,18,24
448,11,20,16
449,11,26,8
450,11,31,8
451,11,32,7
452,11,33,26
453,11,37,16
454,11,41,31
455,11,47,33
456,11,49,23
457,11,52,18
458,11,53,9
459,11,59,27
460,11,61,28
461,11,62,31
462,11,65,32
463,11,66,15
464,11,69,28
465,11,70,23
466,11,74,28
467,11,77,27
468,11,83,31
469,11,90,10
470,11,91,32
471,11,92,11
472,11,98,10
473,11,108,13
474,11,133,19
475,11,137,7
476,11,144,15
477,11,145,28
478,11,151,35
479,11,157,27
480,11,161,21
481,11,162,33
482,11,163,8
483,11,168,29
484,11,176,17
485,12,14,11
486,12,19,5
487,12,27,30
488,12,29,34
489,12,40,15
490,12,41,21
491,12,46,11
492,12,50,6
493,12,51,15
494,12,52,24
495,12,55,16
496,12,56,25
497,12,57,22
498,12,58,22
499,12,60,33
500,12,68,35
501,12,71,15
502,12,73,10
503,12,78,26
504,12,81,18
505,12,84,35
506,12,86,31
507,12,87,33
508,12,88,9
509,12,94,17
510,12,110,23
511,12,120,16
512,12,121,23
513,12,127,30
514,12,129,15
515,12,141,24
516,12,143,25
517,12,145,27
518,12,146,22
519,12,158,11
520,12,159,32
521,12,170,9
522,12,174,33
523,12,177,22
524,12,178,22
525,13,15,17
526,13,17,18
527,13,18,35
528,13,20,14
529,13,25,6
530,13,29,25
531,13,30,32
532,13,40,26
533,13,46,7
534,13,60,12
535,13,64,33
536,13,67,6
537,13,76,20
538,13,81,32
539,13,83,27
540,13,86,26
541,13,93,21
542,13,96,15
543,13,98,15
544,13,99,13
545,13,100,15
546,13,114,20
547,13,126,34
548,13,128,6
549,13,132,5
550,13,136,18
551,13,138,23
552,13,139,32
553,13,143,10
554,13,145,32
555,13,152,16
556,13,158,34
557,13,159,28
558,13,169,12
559,13,176,33
560,14,16,31
561,14,17,6
562,14,22,25
563,14,27,29
564,14,30,20
565,14,34,7
566,14,39,27
567,14,41,34
568,14,45,7
569,14,55,25
570,14,58,8
571,14,59,23
572,14,60,16
573,14,71,30
574,14,72,29
575,14,74,30
576,14,79,22
577,14,80,15
578,14,92,27
579,14,94,21
580,14,97,15
581,14,98,5
582,14,100,20
583,14,104,5
584,14,105,5
585,14,107,29
586,14,110,26
587,14,113,11
588,14,122,20
589,14,126,31
590,14,127,16
591,14,140,10
592,14,146,14
593,14,148,24
594,14,149,9
595,14,151,10
596,14,158,25
597,14,161,26
598,14,163,20
599,14,164,29
600,14,166,15
601,14,167,33
602,14,171,5
603,14,172,34
604,15,16,34
605,15,25,30
606,15,28,15
607,15,29,16
608,15,33,29
609,15,35,9
610,15,40,6
611,15,41,24
612,15,48,23
613,15,65,16
614,15,69,5
615,15,74,7
616,15,76,14
617,15,77,17
618,15,79,25
619,15,83,15
620,15,89,11
621,15,95,18
622,15,96,11
623,15,113,34
624,15,125,27
625,15,127,12
626,15,128,35
627,15,131,5
628,15,134,10
629,15,136,32
630,15,137,18
631,15,139,6
632,15,145,9
633,15,151,33
634,15,156,15
635,15,160,9
636,15,161,34
637,15,162,31
638,15,163,8
639,15,170,14
640,15,172,35
641,16,18,28
642,16,22,22
643,16,25,27
644,16,28,30
645,16,31,25
646,16,32,19
647,16,45,24
648,16,48,26
649,16,50,14
650,16,51,8
651,16,56,23
652,16,60,5
653,16,64,34
654,16,65,24
655,16,67,34
656,16,73,27
657,16,74,31
658,16,85,17
659,16,92,6
660,16,94,7
661,16,96,34
662,16,98,26
663,16,115,6
664,16,117,8
665,16,118,18
666,16,122,23
667,16,124,23
668,16,132,23
669,16,136,26
670,16,139,17
671,16,147,31
672,16,151,22
673,16,166,6
674,16,168,30
675,16,179,6
676,17,23,11
677,17,27,25
678,17,28,6
679,17,42,20
680,17,49,34
681,17,50,6
682,17,52,11
683,17,54,22
684,17,58,32
685,17,60,5
686,17,64,9
687,17,66,26
688,17,70,25
689,17,71,20
690,17,74,18
691,17,81,11
692,17,84,21
693,17,100,31
694,17,102,6
695,17,104,14
696,17,110,13
697,17,111,22
698,17,118,12
699,17,123,27
700,17,129,20
701,17,131,13
702,17,143,13
703,17,151,19
704,17,155,21
705,17,157,13
706,17,161,25
707,17,163,22
708,17,165,12
709,17,168,30
710,17,173,25
711,17,174,23
712,17,175,20
713,17,176,29
714,17,179,7
715,18,20,13
716,18,21,12
717,18,29,31
718,18,33,34
719,18,36,15
720,18,37,7
721,18,39,33
722,18,40,23
723,18,44,25
724,18,54,25
725,18,56,5
726,18,57,32
727,18,58,11
728,18,59,14
729,18,61,35
730,18,64,15
731,18,77,28
732,18,80,34
733,18,81,15
734,18,84,32
735,18,85,33
736,18,91,30
737,18,92,23
738,18,93,25
739,18,99,15
740,18,108,19
741,18,112,5
742,18,118,33
743,18,119,14
744,18,122,30
745,18,127,19
746,18,132,19
747,18,138,27
748,18,141,23
749,18,142,15
750,18,143,16
751,18,149,21
752,18,166,8
753,18,172,31
754,18,179,14
755,19,20,31
756,19,24,32
757,19,30,29
758,19,35,35
759,19,36,33
760,19,40,18
761,19,42,30
762,19,45,11
763,19,46,14
764,19,48,35
765,19,51,26
766,19,58,30
767,19,59,33
768,19,60,33
769,19,63,7
770,19,67,32
771,19,79,32
772,19,85,11
773,19,90,8
774,19,96,6
775,19,100,22
776,19,109,7
777,19,113,32
778,19,115,32
779,19,116,11
780,19,120,27
781,19,122,33
782,19,123,29
783,19,127,10
784,19,132,5
785,19,136,9
786,19,142,20
787,19,151,9
788,19,154,28
789,19,158,5
790,19,159,18
791,19,165,6
792,19,167,32
793,19,172,22
794,19,173,21
795,19,175,28
796,19,176,28
797,19,179,29
798,20,30,8
799,20,31,30
800,20,32,10
801,20,36,33
802,20,39,11
803,20,42,32
804,20,43,27
805,20,46,13
806,20,51,11
807,20,52,20
808,20,53,28
809,20,56,13
810,20,58,29
811,20,62,11
812,20,63,6
813,20,66,26
814,20,67,25
815,20,74,17
816,20,79,18
817,20,89,14
818,20,93,16
819,20,95,26
820,20,96,28
821,20,99,28
822,20,106,10
823,20,108,26
824,20,110,12
825,20,111,5
826,20,114,15
827,20,118,12
828,20,120,30
829,20,123,5
830,20,128,19
831,20,131,19
832,20,135,34
833,20,137,14
834,20,138,17
835,20,147,12
836,20,150,6
837,20,154,24
838,20,166,9
839,20,170,19
840,20,173,23
841,20,175,27
842,20,177,7
843,21,23,32
844,21,32,12
845,21,49,22
846,21,50,5
847,21,54,7
848,21,56,22
849,21,57,28
850,21,58,5
851,21,59,6
852,21,65,31
853,21,69,11
854,21,73,30
855,21,75,18
856,21,83,16
857,21,84,12
858,21,87,27
859,21,91,9
860,21,92,17
861,21,93,31
862,21,95,21
863,21,102,11
864,21,106,27
865,21,107,13
866,21,109,31
867,21,112,6
868,21,123,10
869,21,127,34
870,21,128,26
871,21,133,5
872,21,137,5
873,21,141,7
874,21,142,35
875,21,144,7
876,21,150,26
877,21,151,9
878,21,152,35
879,21,157,34
880,21,160,14
881,21,162,8
882,21,170,32
883,21,173,7
884,21,174,7
885,21,175,33
886,21,178,6
887,22,29,34
888,22,31,24
889,22,33,33
890,22,44,16
891,22,52,35
892,22,53,7
893,22,58,18
894,22,62,10
895,22,66,34
896,22,73,5
897,22,79,20
898,22,80,22
899,22,81,19
900,22,83,14
901,22,86,10
902,22,88,7
903,22,92,25
904,22,93,27
905,22,100,31
906,22,101,30
907,22,102,31
908,22,116,26
909,22,126,9
910,22,130,19
911,22,131,28
912,22,136,30
913,22,137,20
914,22,141,20
915,22,142,9
916,22,146,15
917,22,149,11
918,22,151,13
919,22,153,6
920,22,159,12
921,22,165,21
922,22,169,17
923,22,176,15
924,22,177,29
925,22,179,28
926,23,24,27
927,23,30,28
928,23,32,13
929,23,33,17
930,23,34,28
931,23,36,13
932,23,39,31
933,23,49,24
934,23,57,6
935,23,59,16
936,23,62,12
937,23,67,9
938,23,69,11
939,23,76,15
940,23,102,33
941,23,103,18
942,23,106,19
943,23,111,12
944,23,120,21
945,23,126,35
946,23,129,15
947,23,131,26
948,23,135,24
949,23,137,10
950,23,144,29
951,23,145,24
952,23,150,27
953,23,153,7
954,23,159,35
955,23,161,30
956,23,163,21
