0,0,0,0
1,0,135,1
2,0,1,2
3,1,0,0
4,1,3,1
5,1,3,2
6,2,0,0
7,2,4,1
8,2,4,2
9,3,0,0
10,3,135,1
11,3,5,2
12,4,0,0
13,4,140,1
14,4,7,2
15,5,0,0
16,5,133,1
17,5,11,2
18,6,0,0
19,6,12,1
20,6,14,2
21,7,0,0
22,7,132,1
23,7,19,2
24,8,0,0
25,8,133,1
26,8,21,2
27,9,0,0
28,9,146,1
29,9,22,2
30,10,0,0
31,10,3,1
32,10,24,2
33,11,0,0
34,11,143,1
35,11,33,2
36,12,0,0
37,12,133,1
38,12,35,2
39,13,0,0
40,13,135,1
41,13,38,2
42,14,0,0
43,14,133,1
44,14,41,2
45,15,0,0
46,15,3,1
47,15,51,2
48,16,0,0
49,16,3,1
50,16,56,2
51,17,0,0
52,17,132,1
53,17,57,2
54,18,0,0
55,18,8,1
56,18,59,2
57,19,0,0
58,19,4,1
59,19,61,2
60,20,0,0
61,20,3,1
62,20,63,2
63,21,0,0
64,21,132,1
65,21,64,2
66,22,0,0
67,22,8,1
68,22,71,2
69,23,0,0
70,23,4,1
71,23,75,2
72,24,0,0
73,24,3,1
74,24,78,2
75,25,0,0
76,25,3,1
77,25,79,2
78,26,0,0
79,26,3,1
80,26,80,2
81,27,0,0
82,27,27,1
83,27,91,2
84,28,0,0
85,28,132,1
86,28,92,2
87,29,0,0
88,29,132,1
89,29,94,2
90,30,0,0
91,30,4,1
92,30,98,2
93,31,0,0
94,31,133,1
95,31,104,2
96,32,0,0
97,32,133,1
98,32,105,2
99,33,0,0
100,33,3,1
101,33,109,2
102,34,0,0
103,34,4,1
104,34,112,2
105,35,0,0
106,35,4,1
107,35,114,2
108,36,0,0
109,36,3,1
110,36,116,2
111,37,0,0
112,37,3,1
113,37,126,2
114,38,0,0
115,38,4,1
116,38,127,2
117,39,0,0
118,39,4,1
119,39,129,2
120,40,0,0
121,40,135,1
122,40,131,2
123,41,0,0
124,41,132,1
125,41,132,2
126,42,0,0
127,42,135,1
128,42,134,2
129,43,0,0
130,43,135,1
131,43,136,2
132,44,0,0
133,44,4,1
134,44,137,2
